artist,genres
SOPHIE,None
MARINA,
Anderson .Paak,Neo-Soul/West Coast Hip Hop/Funk
Deerhoof,Indie Rock/Experimental Rock/Noise Pop
Def Leppard,Hard Rock/AOR/NWOBHM
Andrew Gold,Singer-Songwriter/Pop Rock/Pop
Gracie Abrams,
Roberto Faz,
Ari Lennox,Neo-Soul/Contemporary R&B
The Commodores,None
The Zombies,Beat Music/Psychedelic Pop/Pop Rock
a-ha,Synthpop/Pop/New Wave
The Cynics,Garage Rock/Garage Rock Revival
Playboi Carti,Trap/Southern Hip Hop/Rage
Future Islands,Synthpop/Indietronica/Indie Pop
alt-J,Art Pop/Indie Pop/Indietronica
Funkadelic,Funk Rock/P-Funk/Funk
Anri,City Pop
The Front Bottoms,Indie Rock/Folk Punk/Power Pop
Rush,Progressive Rock/Hard Rock/Pop Rock
Madonna,Dance-Pop/Pop/Electropop
deca joins,
Eve,Pop Rap/East Coast Hip Hop
Ambrosia,Yacht Rock/Progressive Pop/Pop Rock
Roy Rogers,Delta Blues/Country Blues/Blues Rock
The Raincoats,Post-Punk/Art Punk/Experimental Rock
The New Pornographers,Power Pop/Indie Pop/Indie Rock
STAYC,
Tom Teasley,Ambient
The Temptations,Psychedelic Soul/Soul/Motown Sound
Dayglow,Indie Pop/Bedroom Pop/Synthpop
naran ratan,
Eddy Conga Y Su Orquesta,
Fontaines D.C.,Post-Punk/Gothic Rock/Post-Punk Revival
John Coltrane,Free Jazz/Modal Jazz/Hard Bop
Massive Attack,Trip Hop/UK Hip Hop/Downtempo
The Runaways,Hard Rock/Glam Rock/Punk Rock
They Might Be Giants,Alternative Rock/Indie Pop/Children's Music
Dominic Fike,Indie Pop/Alternative R&B/Contemporary R&B
Standing On The Corner,Hypnagogic Pop/Psychedelic Soul/Avant-Garde Jazz
Thin Lizzy,Hard Rock/Heavy Metal
Fountains of Wayne,Power Pop/Indie Pop/Indie Rock
The Mar�as,Bedroom Pop/Dream Pop/Synthpop
Simple Minds,Pop Rock/New Wave/Post-Punk
Wendy & Bonnie,
COIN,Indie Pop/Pop Rock
Mahmoud Ahmed,Tizita/Ethio-Jazz
Steve Goodman,
War,Soul/Funk/Pop Reggae
The Handsome Family,Alt-Country/Americana/Singer-Songwriter
"Steve Jablonsky, Gavin Greenaway & Metro Voices",
Marvin Santiago,
REO Speedwagon,AOR/Soft Rock/Hard Rock
Caleb Stine,Singer-Songwriter
Magdalena Bay,Synthpop/Dance-Pop/Indie Pop
John Hartford,Progressive Bluegrass/Progressive Country/Singer-Songwriter
The Paul Butterfield Blues Band,Blues Rock/Rhythm & Blues/Chicago Blues
El Gran Combo de Puerto Rico,Salsa
Man�,
LCD Soundsystem,Dance-Punk/Alternative Dance/Indietronica
The Living Tombstone,Electropop/Glitch Hop [EDM]/UK Hardcore
ENHYPEN,K-Pop/Dance-Pop/Children's Music
Soft Hair,Hypnagogic Pop
The Microphones,Indie Folk/Psychedelic Folk/Singer-Songwriter
Drain Gang Archive,Cloud Rap/Trap/Emo Rap
Father John Misty,Singer-Songwriter/Indie Folk/Chamber Pop
Mariah Carey,Contemporary R&B/Adult Contemporary/Pop
Meiko Kaji,Enka
Stevie Ray Vaughan & Double Trouble,Blues Rock/Electric Texas Blues/Electric Blues
Splendora,
The Postal Service,Indietronica/Indie Pop
Kaitlyn Aurelia Smith,Progressive Electronic/Ambient/Art Pop
Labi Siffre,Pop Soul/Singer-Songwriter
Shakira,Pop Rock/Latin Pop/Dance-Pop
Mannequin Pussy,Indie Rock/Power Pop/Hardcore Punk
Johnny Cash,Country/Americana/Rockabilly
The Wombats,Indie Rock/Indie Pop/Post-Punk Revival
Kasabian,Indie Rock/Alternative Dance/Neo-Psychedelia
Son Lux,Art Pop/Chamber Pop/Film Score
Buffalo Springfield,Folk Rock/Folk Pop/Garage Rock
John Hiatt,Singer-Songwriter/Roots Rock/Americana
Dr. Dog,Indie Pop/Indie Folk/Psychedelic Pop
LudoWic,
Jenny Owen Youngs,Indie Pop/Folk Pop
Los Hermanos Moreno,
Lynyrd Skynyrd,Southern Rock/Hard Rock/Boogie Rock
Lizzy McAlpine,Singer-Songwriter/Indie Folk/Alt-Pop
Coheed and Cambria,Alternative Rock/Progressive Rock/Emo
TOMORROW X TOGETHER,K-Pop/Pop Rap/Dance-Pop
Huey Lewis & The News,
Montrose,Hard Rock
Horse Jumper of Love,Slowcore/Slacker Rock/Indie Rock
Conjunto Imagen,
Cortijo y Su Combo,Plena
Molchat Doma,Coldwave/Synthpop
The Black Keys,Blues Rock/Garage Rock/Boogie Rock
David Cede�o,
David Byrne,Art Pop/Pop Rock/Latin Alternative
Salah Ragab & The Cairo Jazz Band,Arabic Jazz/Big Band
Dave Mason,Rock/Pop Rock/Yacht Rock
GoldLink,Pop Rap/Hip House/Afrobeats
Salah Ragab,Arabic Jazz/Big Band
Higher Power,Alternative Metal/Hardcore Punk/Crossover Thrash
Hiatus Kaiyote,Neo-Soul/Alternative R&B/Experimental Rock
Darondo,Soul/Funk/Deep Soul
Grouper,Ambient/Drone/Ambient Pop
The Band of Heathens,
Teen Suicide,Slacker Rock/Noise Pop/Bedroom Pop
Guy Clark,Singer-Songwriter/Outlaw Country/Progressive Country
The Backseat Lovers,Indie Rock/Indie Pop
Hannah Montana,Teen Pop/Television Music/Pop Rock
The B-52's,New Wave/Pop Rock/Surf Punk
H.E.R.,Alternative R&B/Pop Soul
Ricky Eat Acid,Ambient/Glitch/Instrumental Hip Hop
STRFKR,Indietronica/Indie Pop/Synthpop
Citizen,
The Byrds,Folk Rock/Psychedelic Rock/Country Rock
Jeff Rosenstock,Power Pop/Indie Rock/Pop Punk
Jamie xx,UK Bass/Hardcore Breaks/Alt-Pop
Fujii Kaze,J-Pop/Contemporary R&B/Nu-Disco
Jay Tausig,Progressive Rock/Space Rock
Carpenters,Pop/Adult Contemporary/Baroque Pop
The Fray,Piano Rock/Pop Rock
Casiopea,Jazz Fusion/Smooth Jazz/Jazz-Funk
DPR LIVE,
Cat Power,Singer-Songwriter/Slowcore/Indie Rock
Ravyn Lenae,Alternative R&B/Neo-Soul/Contemporary R&B
Dijon,Alternative R&B/Neo-Soul
Mac Ayres,
Vundabar,Indie Rock/Post-Punk Revival
Jamiroquai,Acid Jazz/Funk/Dance-Pop
Chairlift,Synthpop/Indie Pop/Alt-Pop
The Cramps,Psychobilly/Garage Punk/Punk Blues
Charles Mingus,Post-Bop/Third Stream/Experimental Big Band
Incubus,
Gilla Band,Noise Rock/Post-Punk/Experimental Rock
Demi Lovato,Pop Rock/Teen Pop/Alternative Rock
Del Water Gap,
Cher,Pop/Folk Pop/Baroque Pop
The Claypool Lennon Delirium,Psychedelic Rock/Progressive Rock/Art Rock
Dehd,Post-Punk/Indie Pop/Indie Surf
Girlpool,Slacker Rock/Indie Pop/Indie Rock
Sasy,None
Choco Orta,
JAY-Z,East Coast Hip Hop/Pop Rap/Boom Bap
J. Cole,Hip Hop/Conscious Hip Hop/East Coast Hip Hop
J Balvin,Reggaet�n/Trap/Moombahton
Iron Butterfly,Hard Rock/Psychedelic Rock/Acid Rock
Chuck Berry,Rock & Roll/Rhythm & Blues/Novelty
Casiotone For The Painfully Alone,Indietronica/Singer-Songwriter/Slacker Rock
Pearl Jam,Alternative Rock/Grunge/New Wave
Billie Holiday,Vocal Jazz/Standards/Jazz
Nujabes,Jazz Rap/Boom Bap/Instrumental Hip Hop
ZZ Top,Blues Rock/Boogie Rock/Hard Rock
You'll Never Get to Heaven,Ambient Pop/Dream Pop/Synthpop
Paul McCartney,Pop Rock/Art Pop/Pop
Andrew Bird,Chamber Pop/Singer-Songwriter/Indie Folk
Abuse Of Power,Hardcore Punk
ACID WITCH -,Death Doom Metal/Stoner Metal/Sludge Metal
Bikini Kill,Riot Grrrl
Big Star,Power Pop/Folk Pop/Christmas Music
Pierce the Veil,Post-Hardcore/Pop Punk/Alternative Rock
Adrianne Lenker,Singer-Songwriter/Contemporary Folk/Indie Folk
Plains,Alt-Country/Americana
XTC,New Wave/Pop Rock/Post-Punk
Norma Tanega,Folk Pop/Singer-Songwriter
dhruv,
Old 97's,Alt-Country/Country Rock/Pop Rock
AJR,Electropop/Folk Pop/Indie Pop
Bill Evans Trio,Cool Jazz/Modal Jazz/Post-Bop
Peach Kelli Pop,Twee Pop/Garage Rock/Power Pop
R3HAB,Slap House/Dance-Pop/Big Room House
999 Heartake Sabileye,HexD/Experimental Hip Hop/Cloud Rap
Queens of the Stone Age,Stoner Rock/Alternative Rock/Hard Rock
Aretha Franklin,Soul/Southern Soul/Pop Soul
Badfinger,Power Pop/Pop Rock/Soft Rock
Avril Lavigne,Pop Rock/Pop Punk/Dance-Pop
PJ Harvey,Alternative Rock/Singer-Songwriter/Art Rock
Yumi Arai,New Music/J-Pop/Kaykyoku
yeule,Glitch Pop/Art Pop/Synthpop
100 gecs,Hyperpop/Christmas Music/Ska Punk
Portugal. The Man,Indie Rock/Neo-Psychedelia/Indie Pop
Arcade Fire,Indie Rock/Synthpop/Alternative Dance
Courting,Post-Punk/Britpop/Art Punk
Herbie Hancock,Jazz-Funk/Electro/Turntablism
Her's,Indie Pop/Post-Punk
"Crosby, Stills, Nash & Young",Folk Rock/Yacht Rock/Singer-Songwriter
Reverend Billy C. Wirtz,
Helvetia,Slacker Rock/Indie Rock
Public Image Ltd.,Post-Punk/Experimental Rock/New Wave
Lotic,Deconstructed Club/Glitch Pop/Art Pop
Tatsuro Yamashita,City Pop/Film Soundtrack/Yacht Rock
Alice Cooper,Hard Rock/Glam Rock/Glam Metal
Karen Dalton,Contemporary Folk
Wu-Tang Clan,East Coast Hip Hop/Hardcore Hip Hop/Boom Bap
Culture Club,Pop/New Romantic
Hard Working Americans,Americana/Alt-Country
Tootard,
Toro y Moi,Chillwave/Synth Funk/Electropop
Toshiki Kadomatsu,City Pop/J-Pop/Art Pop
Daniel Caesar,Neo-Soul/Contemporary R&B
Touch� Amor�,Post-Hardcore/Screamo/Emo
Ovlov,Noise Pop/Indie Rock
Dan Fogelberg,Singer-Songwriter/Soft Rock/Folk Rock
Tevvez,Euphoric Hardstyle
Train,Pop Rock/Pop/Piano Rock
Shygirl,UK Hip Hop/UK Bass/Hip House
DPR IAN,Alternative R&B
Alisa Okehazama,
Krewella,Electropop/Brostep/Trap [EDM]
Louis Culture,UK Hip Hop
Sabrina Carpenter,Dance-Pop/Electropop/Contemporary R&B
Joe Walsh,Rock/Hard Rock/Pop Rock
potsu,Lo-Fi Hip Hop/Nu Jazz
Harry Nilsson,Baroque Pop/Pop Rock/Singer-Songwriter
Troye Sivan,Dance-Pop/Electropop/Synthpop
Haruomi Hosono,Film Score/Electropop/Folk Rock
DEAN,Alternative R&B/Contemporary R&B/K-Pop
Saint Motel,Indie Pop/Alternative Dance/Dance-Pop
Kool & The Gang,
Love,
Have A Nice Life,Post-Punk/Shoegaze/Dream Pop
Basement Jaxx,Funky House/Dance-Pop/House
Counting Crows,Alternative Rock/Pop Rock/Folk Rock
Colde,Alternative R&B/Lounge/K-Pop
Alexandre Desplat,Film Score/Film Soundtrack/Cinematic Classical
Movements,Emo/Post-Hardcore/Alternative Rock
Muddy Waters,Chicago Blues/Blues/Delta Blues
Jimmy Cliff,Pop Reggae/Reggae/Jamaican Ska
Kishi Bashi,Chamber Pop/Indie Pop/Art Pop
Muna,Synthpop/Pop Rock/Indie Pop
Vince Guaraldi Trio,Cool Jazz/Jazz
THE TROUBLE WITH LARRY -,
Chance the Rapper,Conscious Hip Hop/Pop Rap/Abstract Hip Hop
PVRIS,Alternative Rock/Pop Rock/Electropop
Ray Parker Jr.,Pop Soul/Contemporary R&B/Pop Rock
Vistas,Indie Pop
Ray Charles,Rhythm & Blues/Soul/Vocal Jazz
Little Feat,Southern Rock/Rock/Roots Rock
Inner Wave,Psychedelic Pop/Neo-Psychedelia/Indie Rock
13th Floor Elevators,Psychedelic Rock/Garage Rock
Santana,Latin Rock/Pop Rock/Jazz-Rock
Akira Senju,Television Music
Iris DeMent,Americana/Singer-Songwriter/Country
Cat Stevens,Singer-Songwriter/Folk Pop/Folk Rock
Lionel Richie,Pop Soul/Adult Contemporary/Pop
Phil Cordell,
Ismael Rivera,Salsa/Salsa dura
Carrie Underwood,Country Pop/Contemporary Country/Pop Rock
Carole King,Singer-Songwriter/Folk Pop/Pop
IVE,K-Pop/Dance-Pop
Lomelda,Indie Folk/Singer-Songwriter/Bedroom Pop
Sly & The Family Stone,Heavy Metal
Vansire,None
Beat Happening,Twee Pop/Slacker Rock/Jangle Pop
Unknown Mortal Orchestra,Neo-Psychedelia/Psychedelic Pop/Garage Rock
Slow Pulp,Indie Rock
HYUKOH,Indie Rock
Remi Wolf,Indie Pop/Alt-Pop/Christmas Music
Tacocat,Indie Pop/Power Pop/Indie Rock
Klaus Schulze,Berlin School/Progressive Electronic/Space Ambient
Sidney Gish,Twee Pop/Singer-Songwriter/Bedroom Pop
Jockstrap,Glitch Pop/Art Pop/Folk Pop
VEX -,
Closer Still - Crows - Beware Believers,
PONY,
Lord Huron,Indie Folk/Alt-Country/Indie Rock
Hope Sandoval & The Warm Inventions,
Hope Tala,Neo-Soul
Moses,
Circa Waves,Indie Rock/Britpop/Power Pop
No Party for Cao Dong,
Chumbawamba,Alternative Dance/Indie Pop/Folk Pop
Peter Ivers,Art Rock/Glam Rock
Pure Prairie League,Country Rock/Country Pop/Soft Rock
Red Velvet,K-Pop/Dance-Pop/Contemporary R&B
Christian Leave,Indie Rock/Bedroom Pop
Mild High Club,Psychedelic Pop/Jazz Pop/Hypnagogic Pop
The Band CAMINO,Pop Rock/Synthpop/Dance-Pop
Miki Matsubara,City Pop
The Fratellis,Indie Rock/Garage Rock Revival/Acoustic Rock
Eurythmics,Synthpop/Art Pop/Pop Rock
Soul Coughing,Alternative Rock/Jazz-Rock/Jazz Poetry
The Growlers,Indie Rock/Garage Rock/Garage Rock Revival
The Goldstars,
The Godfathers,East Coast Hip Hop/Gangsta Rap/Boom Bap
Martha,
Roxy Music,Glam Rock/Art Rock/Pop Rock
Frost Children,Hyperpop/Digital Hardcore/Electropop
Anthony Moore,None
England Dan & John Ford Coley,Soft Rock/Pop Rock/Yacht Rock
Poor Righteous Teachers,East Coast Hip Hop/Conscious Hip Hop/Boom Bap
Elvis Costello & The Attractions,New Wave/Pub Rock/Pop Rock
Evanescence,Alternative Rock/Alternative Metal/Piano Rock
Eloise,None
800 Cherries,Indie Pop/Shibuya-kei
Shawn Mendes,Dance-Pop/Pop/Pop Rock
Electric Guest,Indie Pop/Pop Soul
Machine Girl,Digital Hardcore/Hardcore Breaks/Video Game Music
The Electric Prunes,Psychedelic Rock/Symphonic Rock/Garage Rock
Squarepusher,Drill and Bass/Drum and Bass/IDM
Edwin Lebron,Salsa/Boogaloo
The Doobie Brothers,Pop Rock/Yacht Rock/Boogie Rock
Eddy Conga y su Orquesta,
7038634357,Ambient/Progressive Electronic/Epic Collage
The Olivia Tremor Control,Neo-Psychedelia/Psychedelic Pop/Ambient
The Offspring,Pop Punk/Skate Punk/Alternative Rock
Mike Campbell & The Dirty Knobs,Singer-Songwriter
The Japanese House,Synthpop/Dream Pop/Ambient Pop
Flipturn,Indie Rock
Arlo Guthrie,Singer-Songwriter/Folk Pop/Folk Rock
"Armando ""Pototo"" Duran y Su Orquesta Arena Blanca",
Niall Horan,Pop Rock/Pop Soul/Britpop
One Step Closer,Emocore/Hardcore Punk
Rusty Clanton,
Josh Dorr,
Shankar-Ehsaan-Loy,Filmi/Film Soundtrack/Soundtrack
The Lumineers,Indie Folk/Folk Pop/Indie Pop
Shannon & The Clams,Freestyle/Synthpop
The Magnetic Fields,Indie Pop/Synthpop/Noise Pop
hemlocke springs,Synthpop/Bedroom Pop/Dream Pop
Joyce Manor,Power Pop/Pop Punk/Indie Rock
Fela Kuti,Afrobeat/Highlife
Four Tet,Microhouse/Minimal Techno/Electronic
Fairport Convention,Folk Rock/British Folk Rock/Psychedelic Folk
The Naked Gun,
The Naked and Famous,Indietronica/Synthpop/Electropop
The National,Indie Rock/Post-Punk Revival/Chamber Pop
Mako,Festival Progressive House
Soundgarden,Grunge/Alternative Metal/Hard Rock
Makeup Girl,Garage Rock/Punk Blues/Indie Rock
Joy Crookes,Neo-Soul/Contemporary R&B/Trip Hop
The Night Caf�,Alternative Rock/Dream Pop/Indie Pop
Ed Sheeran,Folk Pop/Singer-Songwriter/Pop
Generacion Suicida,Punk Rock
Genesis,Progressive Rock/Pop Rock/Symphonic Prog
Great Grandpa,Alternative Rock/Indie Rock/Indie Pop
Don Henley,Pop Rock/Adult Contemporary/New Wave
They Are Gutting a Body of Water,Shoegaze/Noise Pop
The Cardigans,Indie Pop/Pop Rock/Indie Rock
BLUT AUS NORD -,Atmospheric Black Metal/Black Metal/Avant-Garde Metal
Pretenders,None
The Cab,Pop Rock/Pop Punk
Doechii,Pop Rap/Contemporary R&B/Hardcore Hip Hop
Disasterpiece,
M.I.A.,UK Hip Hop/Experimental Hip Hop/Political Hip Hop
Dinosaur Jr.,Alternative Rock/Indie Rock/Slacker Rock
Otis Redding,Southern Soul/Deep Soul/Soul
Backstreet Boys,Boy Band/Teen Pop/Pop
A$AP Rocky,Cloud Rap/East Coast Hip Hop/Memphis Rap
Nu Genea,Nu-Disco
mxmtoon,Singer-Songwriter/Indie Pop/Bedroom Pop
Grupo Imagen,
Todd Barton,
Luna,
Rascal Flatts,Country Pop/Contemporary Country/Country
The Band,Roots Rock/Folk Rock/Country Rock
Dead Kennedys,Hardcore Punk/Punk Rock/Surf Punk
Starflyer 59,Indie Rock/Dream Pop/Shoegaze
"Now, Now",
HEIZE,K-Pop/Contemporary R&B/Television Music
Thee Sacred Souls,Soul
Amyl and The Sniffers,Garage Punk/Punk Rock
Don Perignon Y La Puertorrique�a,
Donna Summer,Disco/Hi-NRG/Dance-Pop
Geoff & Maria Muldaur,Hard Rock/AOR/Glam Metal
George Ezra,Singer-Songwriter/Folk Pop/Pop Rock
Ang�le,French Pop/Dance-Pop/Alt-Pop
The Sugarcubes,Alternative Rock/Alternative Dance/Post-Punk
Maude Latour,Electropop/Alt-Pop
The Derek Trucks Band,Blues Rock/Jazz-Rock/Jam Band
Lady Lamb,Singer-Songwriter/Indie Folk
John Williams & London Symphony Orchestra,
ELIO,Electropop/Alt-Pop/Contemporary R&B
Post Malone,Pop Rap/Alternative R&B/Cloud Rap
Pitbull,Pop Rap/Hip House/Dance-Pop
Ginger Root,City Pop/Indie Pop/Hypnagogic Pop
Megan Thee Stallion,Southern Hip Hop/Trap/Hip House
The Walters,Indie Pop/Bedroom Pop
SLEEPYHEAD -,Indie Rock/Slacker Rock
Justin Hurwitz,Film Soundtrack/Film Score/Big Band
The Chocolate Watch Band,Psychedelic Rock/Garage Rock/Psychedelic Pop
Melanie,Folk Pop/Singer-Songwriter/Contemporary Folk
Dougie Poole,Neo-Psychedelia/Contemporary Country/Alt-Country
Stan Freberg,Comedy/Musical Parody/Satire
Pat Benatar,Pop Rock/Hard Rock/AOR
Justin Timberlake,Dance-Pop/Contemporary R&B/Pop Rap
bdrmm,Dream Pop/Indietronica/Post-Punk Revival
Carly Simon,Singer-Songwriter/Pop/Film Soundtrack
Peter Green Splinter Group,
Bruce Cockburn,Singer-Songwriter/Pop Rock/Contemporary Folk
Sunset Rollercoaster,Sophisti-Pop/Soft Rock
T. Rex,Glam Rock/Psychedelic Folk/Boogie Rock
Scrunchies,
Simple Plan,Pop Rock/Power Pop/Pop Punk
Jessica Pratt,Contemporary Folk/Singer-Songwriter/Psychedelic Folk
Broken Bells,
Burna Boy,Afrobeats/Dancehall/Contemporary R&B
Bobby Bare,Country/Outlaw Country/Nashville Sound
Billy Idol,Pop Rock/New Wave/Alternative Dance
Janis Joplin,Blues Rock/Rock/Psychedelic Rock
King Crimson,Progressive Rock/Art Rock/Symphonic Prog
"Black Country, New Road",Experimental Rock/Post-Punk/Art Rock
Bo Ramsey,
Whitney Houston,Dance-Pop/Adult Contemporary/Contemporary R&B
Jefferson Starship,AOR/Soft Rock/Pop Rock
Kid Bloom,
Pharrell Williams,Contemporary R&B/Pop Soul/Hardcore Hip Hop
Sean Julian,
Wale,Pop Rap/East Coast Hip Hop/Hip Hop
Ra Can Row,Space Rock/Jam Band
Skrillex,Brostep/Future Garage/Moombahcore
Janet Jackson,Contemporary R&B/Dance-Pop/New Jack Swing
Butthole Surfers,Noise Rock/Experimental Rock/Alternative Rock
Khalid,Contemporary R&B/Alternative R&B/Dance-Pop
Kid Kapichi,Alternative Rock
Brand New,Emo/Alternative Rock/Indie Rock
Still Woozy,Bedroom Pop/Alternative R&B/Synthpop
James Taylor,Singer-Songwriter/Folk Pop/Soft Rock
Jane Remover,Indietronica/Hyperpop/Digicore
Jason Isbell,Americana/Alt-Country/Singer-Songwriter
Bobb Trimble,Psychedelic Folk/Singer-Songwriter
Branko Mataja,
Wito Colon,Salsa/Salsa dura/Christmas Music
Lily Allen,Contemporary R&B/Pop/Pop Reggae
Sun Ra,Free Jazz/Avant-Garde Jazz/Post-Bop
Yabujin,Experimental Hip Hop/Cloud Rap/Dark Ambient
Sun Ra and His Arkestra,Free Jazz/Avant-Garde Jazz/Post-Bop
Randy Plaza & Legacia De La Salsa,Film Score/Singer-Songwriter/Cinematic Classical
Scorpions,Hard Rock/Glam Metal/Heavy Metal
Sudan Archives,Art Pop/Experimental Hip Hop/Contemporary R&B
Sawyer Nunes,
twenty one pilots,Indie Pop/Indietronica/Piano Rock
Jack Johnson,Singer-Songwriter/Folk Pop/Acoustic Rock
Sunny Day Real Estate,Midwest Emo/Alternative Rock/Post-Hardcore
Lijadu Sisters,Afro-Funk
Kenny Chesney,Contemporary Country/Country Pop/Pop Rock
Kevin Ayers,Canterbury Scene/Pop Rock/Psychedelic Pop
Wings,
Brigitte Bardot,Y�-y�/French Pop/Chanson
Stray Kids,K-Pop/Pop Rap/Electropop
Neon Trees,Pop Rock/Power Pop/Synthpop
Afshin,
Screamin' Jay Hawkins,Rhythm & Blues/Rock & Roll
Summer Walker,Contemporary R&B/Plugg
Bruno Mars,Pop/Synth Funk/Pop Rock
Jhen� Aiko,Alternative R&B/Contemporary R&B/Pop Rap
JIVEBOMB,Hardcore Punk
Sky Ferreira,Synthpop/Alternative Dance/Ethereal Wave
Black Cats,
Lauryn Hill,Neo-Soul/Conscious Hip Hop/Contemporary R&B
Jessie Reyez,Pop Soul
"Nat ""King"" Cole",Traditional Pop/Vocal Jazz/Christmas Music
Yaeji,Alternative R&B/Hip House/Deep House
Elio,Electropop/Alt-Pop/Contemporary R&B
Dave Edmunds,Rock & Roll/Pop Rock/Pub Rock
Tomorrow,
YACHT,Indietronica/Synthpop
Rachaellica,
Piledriver,Speed Metal/Heavy Metal/Thrash Metal
Eliminated - Total Maniac - Total Maniac (S/T),Dark Ambient/Industrial/Noise
Masayoshi Takanaka,Jazz Fusion/City Pop
Lucy Grau,
Mil-Spec,Ambient
Bananarama,Dance-Pop/Pop/Hi-NRG
Seventeen,
Darrell Scott,Alt-Country/Singer-Songwriter/Americana
Passion Pit,Indietronica/Electropop/Synthpop
GSoul,Contemporary R&B/Dancehall/Dance-Pop
Mason Williams,Easy Listening
Gus Dapperton,Bedroom Pop/Indie Pop
Guster,Alternative Rock/Indie Pop/Acoustic Rock
Orquesta Costa Brava,Indie Pop
Rob Moss and Skin-Tight Skin,
The Babylonian Tiles,Psychedelic Rock/Gothic Rock
Leland,Heavy Psych
The Sisters of Mercy,Gothic Rock/Post-Punk/Hard Rock
Pinback,Indie Rock/Indie Pop/Art Rock
Gamirey,
The Dukes of Stratosphear,Psychedelic Pop/Jangle Pop
El Chicano,Latin Rock/Jazz-Rock/Funk
o0o,Drum and Bass
Tom Tom Club,New Wave/Synth Funk/Art Pop
Bahamadia,East Coast Hip Hop/Boom Bap
Tommy Bolin,Blues Rock/Hard Rock/Rock
Orleans,Yacht Rock/Soft Rock/Pop Rock
Rixton,Pop/Boy Band
Midwife,Slowcore/Ambient Pop/Shoegaze
Root Boy Slim & The Sex Change Band With The Rootettes,
David Gates,Soft Rock/Folk Rock/Yacht Rock
Sting,Pop Rock/Sophisti-Pop/Adult Contemporary
death's dynamic shroud,Vaporwave/Glitch Pop/Synthpop
Miike Snow,Electropop/Indietronica/Indie Pop
Bailey's Nervous Kats,
HARU NEMURI,J-Pop/Rap Rock/Noise Pop
The English Beat,2 Tone/New Wave
Macie Stewart,
Toots & The Maytals,Jazz/Jazz Pop/Cool Jazz
Whirr,Ambient/Drone
The Savage Resurrection,Psychedelic Rock/Acid Rock
Rick Astley,Blue-Eyed Soul/Pop/Dance-Pop
Wintertime,
Hanson,Pop Rock/Pop/Teen Pop
Travis Scott,
DUCKWRTH,Pop Rap/Neo-Soul/Trap
Terror/Cactus,
Trent Reznor & Atticus Ross,
070 Shake,Alternative R&B/Synthpop/Pop Rap
Supergrass,Britpop/Power Pop/Indie Rock
Elyse Weinberg,
Mary Wilson,Pop Soul/Contemporary R&B
Madeon,Electro House/Electropop/Complextro
Orion Sun,Alternative R&B/Neo-Soul
Jay Fenner,
Harry Belafonte,Calypso/Contemporary Folk/Christmas Music
Harry Gregson-Williams,Film Score/Film Soundtrack/Cinematic Classical
Hannah Diamond,Bubblegum Bass/Electropop
Ahmed Malek,Film Score/Cool Jazz
Bo Burnham,Musical Comedy/Synthpop/Comedy Rap
Eminem,Pop Rap/Hardcore Hip Hop/Hip Hop
Harumi,
Duke Ellington & John Coltrane,Big Band/Jazz/Swing
Joe Rainey,
Madison Beer,Contemporary R&B/Dance-Pop/Pop Soul
draag me,
Antena,Lounge/Bossa nova/Art Pop
Skinny Girl Diet,Riot Grrrl/Grunge
Sia,Electropop/Indie Pop/Dancehall
Alice Phoebe Lou,Singer-Songwriter
Encore,
Hayes Carll,Americana/Country/Alt-Country
Hans Zimmer,Film Score/Cinematic Classical/Epic Music
Loyle Carner,UK Hip Hop/Conscious Hip Hop
Pete Dello and Friends,
Lucky Daye,Alternative R&B/Contemporary R&B
Selena Gomez & The Scene,Contemporary R&B/Dance-Pop/Electropop
Danny Elfman,Film Score/Film Soundtrack/Cinematic Classical
Danny & The Fat Boys,Instrumental Hip Hop/Chipmunk Soul/Southern Hip Hop
Torres,Indie Rock/Alternative Rock/Art Pop
Ripe,Funk
Rosanne Cash,Country Pop/Country/Urban Cowboy
Against Me!,Punk Rock/Pop Punk/Folk Punk
Professor P & DJ Akilles,Hip Hop
*NSYNC,Boy Band/Christmas Music/Teen Pop
Zack Tabudlo,
The Rose,K-Pop/Pop Rock
Ellie Goulding,Electropop/Dance-Pop/Melodic Dubstep
Dan Romer,Video Game Music/Film Score
Dan Reeder,Contemporary Folk/Singer-Songwriter
Elliot Fullam,Contemporary Folk/American Folk Music/Folk
Daddy Issues,Alternative Rock/Indie Rock
Minako Yoshida,New Music/City Pop/Soul
James Blake,Dubstep/Ambient Pop/Pop Soul
The Fleshtones,Garage Rock/Garage Rock Revival/Power Pop
Dan Deacon,Indietronica/Plunderphonics/Film Score
Automatic,
The Ronettes,Girl Group/Brill Building/Christmas Music
Hamid Al Shaeri,
Tracy Chapman,Singer-Songwriter/Folk Pop/Folk Rock
Texako,Plugg/PluggnB/Pop Rap
When In Rome,Synthpop
Black Marble,Synthpop/Minimal Wave/Minimal Synth
Skillibeng,Dancehall
Luce bianca - Words and Actions - Licht demo,Darkwave
Joey Bada$$,East Coast Hip Hop/Boom Bap/Jazz Rap
Bright Eyes,Indie Folk/Indie Rock/Singer-Songwriter
Tkay Maidza,Trap/Pop Rap/Industrial Hip Hop
Orquesta Fuego,
B.B. King,Electric Blues/Blues/Soul Blues
Ra Ra Riot,Indie Pop/Synthpop/Chamber Pop
5 Seconds of Summer,Pop Rock/Pop Punk/New Wave
